,customer_id,name,age,gender,income_level,family_size,distance_to_shop(km),lifestyle,food_preferences,interest,martial_status,vehicle,email,phone
1100,1101,Christopher Obrien,17,female,high,5,5.93,active,vegan,foodies,unmarried,does_not_have_vehicle,george03@example.com,375.729.4332x3461
1101,1102,Isaac Mcgee,12,female,medium,5,1.48,active,non-vegetarian,foodies,unmarried,has_vehicle,tuckerpatrick@example.net,817.495.2401x0103
1102,1103,William Glenn,36,male,low,4,1.08,active,non-vegetarian,foodies,unmarried,has_vehicle,courtney60@example.com,+1-657-464-2616x001
1103,1104,Anne Flores,23,male,medium,4,1.06,sedentary,vegetarian,foodies,unmarried,does_not_have_vehicle,morrisamy@example.net,(247)214-4403x220
1104,1105,Annette Morris,27,female,low,5,0.81,active,gluten-free,gourmet_and_baking_enthusiast,unmarried,has_vehicle,margaretward@example.com,366-979-2045
1105,1106,Melanie Miller,26,female,low,6,0.02,active,vegan,health_and_nutrition,married,has_vehicle,ashley76@example.net,(482)597-8569
1106,1107,Joanna Hernandez,20,male,high,1,0.64,active,vegetarian,foodies,unmarried,has_vehicle,sarahbest@example.net,+1-256-724-8967x1286
1107,1108,Alan Smith,20,male,high,1,3.23,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jessicascott@example.org,(471)522-3156x555
1108,1109,Victoria Evans,35,male,medium,3,1.09,active,vegetarian,socializing,unmarried,has_vehicle,anthonymacdonald@example.com,(556)419-4815x34123
1109,1110,Jennifer Roberts,26,female,low,5,2.65,active,vegan,health_and_nutrition,unmarried,has_vehicle,rwest@example.net,556-290-1163x6953
1110,1111,Linda Hernandez,16,female,medium,3,1.33,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,justin04@example.com,806-945-2851
1111,1112,Jennifer Wise,19,female,medium,3,0.41,sedentary,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,lopezsteven@example.org,001-855-341-6451x47870
1112,1113,Julia Terry,21,male,low,2,3.29,active,non-vegetarian,socializing,unmarried,does_not_have_vehicle,katrina22@example.com,281-587-3336
1113,1114,Andrew Gould,29,male,high,0,3.7,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,browngloria@example.org,487-754-4564x71777
1114,1115,Kimberly Dominguez,18,female,medium,2,3.85,active,vegan,celebratory_cakes,married,does_not_have_vehicle,megansmith@example.org,2777921043
1115,1116,Ashley Wright,32,other,medium,5,0.88,active,vegan,foodies,married,has_vehicle,rachel32@example.com,(201)664-7542
1116,1117,Carlos Villanueva,27,male,medium,4,0.24,sedentary,vegetarian,foodies,unmarried,has_vehicle,christygreen@example.com,918.647.3698
1117,1118,Belinda Harvey,50,female,low,3,0.05,active,vegetarian,foodies,married,has_vehicle,rickeyward@example.net,(273)836-0670x1719
1118,1119,Thomas Williams,28,female,medium,4,1.57,sedentary,vegetarian,foodies,unmarried,has_vehicle,michael44@example.com,(881)906-9704
1119,1120,Jason Nguyen DDS,27,female,high,4,2.02,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,thomasdeborah@example.org,(735)267-7778x384
1120,1121,Adrian Hatfield,59,female,high,8,3.24,active,non-vegetarian,socializing,married,has_vehicle,danieljones@example.net,(557)702-6024x81166
1121,1122,Michelle Douglas,16,female,medium,4,1.02,active,vegan,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,ramirezjohn@example.net,+1-642-733-2651x216
1122,1123,Kurt Rogers,17,male,medium,4,0.92,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,tuckerstacy@example.org,001-340-393-0023
1123,1124,Allison Garrett,51,male,medium,3,0.18,active,vegetarian,socializing,unmarried,does_not_have_vehicle,michaelhansen@example.net,001-521-306-2428x9438
1124,1125,Brenda Blackwell,36,male,medium,5,0.58,active,gluten-free,socializing,unmarried,has_vehicle,amyyoder@example.net,615.495.5629
1125,1126,Douglas Arellano,17,male,medium,7,0.15,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,stevengutierrez@example.org,927-905-7353
1126,1127,Debra Jacobs,20,male,medium,3,4.63,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,carterjudy@example.net,+1-732-898-2451x59922
1127,1128,Jeffrey Brandt,22,female,medium,8,1.75,active,non-vegetarian,socializing,married,has_vehicle,lopezsavannah@example.net,815-690-2571
1128,1129,Mary Riddle,25,female,low,1,1.32,active,non-vegetarian,foodies,unmarried,has_vehicle,williamfranklin@example.com,(872)452-5941x3790
1129,1130,Ann Mullins,23,female,low,2,1.8,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,anthonypage@example.org,001-879-717-8164
1130,1131,Abigail Bennett,29,male,low,4,1.52,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,michaelclark@example.com,555-200-7317x2278
1131,1132,Sonya James,34,male,low,4,3.53,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,darin17@example.com,(827)840-1866
1132,1133,Joshua Williams,12,male,medium,5,2.78,health_conscious,non-vegetarian,celebratory_cakes,married,has_vehicle,brownkevin@example.org,4108830341
1133,1134,Christopher Thomas,38,male,high,4,2.46,sedentary,vegetarian,foodies,married,has_vehicle,vaughnbrittany@example.net,688.592.9151x178
1134,1135,Donna Moses,33,female,high,4,0.47,active,non-vegetarian,socializing,married,has_vehicle,opage@example.com,317-365-4696x46695
1135,1136,Larry Mata,15,female,high,3,6.93,active,vegetarian,socializing,unmarried,does_not_have_vehicle,vgonzalez@example.net,586.970.6123x67944
1136,1137,Melissa Anderson,28,female,low,6,0.49,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,andrewthomas@example.net,260.807.1558x6165
1137,1138,Nichole Lopez,35,female,high,4,1.66,sedentary,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,darlenewells@example.com,514.290.1420x497
1138,1139,Derek Madden,22,male,low,3,0.11,active,vegan,celebratory_cakes,married,has_vehicle,lknight@example.org,(916)259-0011
1139,1140,Carla Sanders DVM,34,male,medium,3,6.73,active,vegan,foodies,unmarried,has_vehicle,amanda67@example.org,001-338-865-8741x4910
1140,1141,Amy Kennedy,27,female,low,2,3.75,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,richardsonstephen@example.org,4379449560
1141,1142,Cody Washington,47,other,low,1,4.18,active,vegan,foodies,unmarried,has_vehicle,jennifer86@example.com,571-307-5471x0871
1142,1143,Sonya Long,34,male,low,4,3.55,health_conscious,non-vegetarian,health_and_nutrition,married,has_vehicle,ruthrose@example.com,965.437.4195x604
1143,1144,Chad Powell,19,male,high,5,1.81,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,josephwhitney@example.net,(718)737-9979
1144,1145,Lucas Jackson,35,other,high,2,4.35,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,wrightchad@example.org,+1-665-914-4910x91882
1145,1146,William Harris,14,male,high,6,0.43,active,vegetarian,socializing,unmarried,does_not_have_vehicle,hjames@example.net,980.889.2613x235
1146,1147,Sara Mills,17,male,medium,1,2.53,active,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,leeanna@example.com,(545)609-3526
1147,1148,Stacie Turner,25,female,medium,7,1.13,health_conscious,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,jamescampbell@example.com,760-528-6119
1148,1149,Miranda Johnson,11,male,low,5,1.18,active,vegetarian,socializing,unmarried,has_vehicle,boonediane@example.org,831-704-6918x97577
1149,1150,Charles Adams,29,male,high,2,6.92,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,wallscarlos@example.net,001-973-432-1326x0588
1150,1151,Sabrina Cabrera,19,male,medium,3,2.62,health_conscious,vegetarian,socializing,married,has_vehicle,kimberlysmith@example.com,675.689.4269x20425
1151,1152,Erika Rollins,40,male,medium,5,0.6,sedentary,gluten-free,gourmet_and_baking_enthusiast,unmarried,has_vehicle,adamsstephen@example.net,(551)488-2260x6339
1152,1153,Alyssa Sims,33,female,medium,3,0.72,sedentary,non-vegetarian,socializing,married,has_vehicle,andrea30@example.org,001-565-200-6710x174
1153,1154,Sarah Williams,36,female,low,5,14.17,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,markmartin@example.net,+1-418-225-6138x12261
1154,1155,Alicia Brown,46,female,high,4,3.81,active,vegan,celebratory_cakes,unmarried,has_vehicle,johnsonlori@example.com,986.612.0002x84587
1155,1156,Wesley Dominguez,16,other,low,7,3.36,sedentary,vegan,foodies,unmarried,has_vehicle,mcdonaldkevin@example.com,(949)944-5035x84317
1156,1157,Theresa Adams,24,male,high,4,0.93,health_conscious,gluten-free,health_and_nutrition,married,has_vehicle,fbartlett@example.net,(991)289-3194x30822
1157,1158,Henry King,16,female,high,2,1.86,active,non-vegetarian,socializing,unmarried,has_vehicle,richardthompson@example.net,8737055264
1158,1159,Courtney Craig,22,male,medium,4,0.29,active,vegan,foodies,unmarried,does_not_have_vehicle,jenna69@example.net,888.255.4763x84091
1159,1160,Gina Weaver,33,other,medium,5,2.22,active,gluten-free,socializing,married,has_vehicle,marklowe@example.net,+1-424-740-0182
1160,1161,Jennifer Gonzales,28,female,medium,7,0.97,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ocummings@example.com,(689)985-4942
1161,1162,Theresa Baxter,17,male,low,3,1.15,health_conscious,gluten-free,celebratory_cakes,unmarried,has_vehicle,vancedawn@example.org,887-897-3915x43526
1162,1163,Adam Morgan,54,male,medium,5,1.31,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,johngarcia@example.com,001-515-823-6271x112
1163,1164,Justin Brewer,20,female,medium,3,0.49,active,vegan,foodies,married,has_vehicle,stephenrocha@example.org,446.591.0790
1164,1165,Randy Wright,29,female,medium,5,0.15,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,zwatson@example.net,001-512-229-2212x47133
1165,1166,Briana Lane,26,female,medium,6,0.16,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,mendezjohn@example.com,485-294-1574
1166,1167,Walter Garcia PhD,37,male,medium,6,0.72,sedentary,vegetarian,health_and_nutrition,unmarried,has_vehicle,mary40@example.com,3708072593
1167,1168,Angela Green,16,male,high,5,5.02,active,vegan,socializing,unmarried,has_vehicle,barnesdonald@example.com,+1-434-449-1960x05370
1168,1169,Joseph Roberts,18,female,medium,5,3.2,active,non-vegetarian,celebratory_cakes,married,has_vehicle,pwilson@example.com,+1-550-512-4405x756
1169,1170,David Davis,33,female,medium,3,0.48,active,vegetarian,foodies,married,has_vehicle,pali@example.com,380-729-7359
1170,1171,Jerome Cochran,26,male,medium,6,0.63,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,clozano@example.com,870-957-7269x741
1171,1172,Kelly Singh,23,female,medium,2,1.79,active,vegan,foodies,married,has_vehicle,zclay@example.net,9294353228
1172,1173,Tricia Mcconnell,26,male,medium,4,3.05,active,vegan,celebratory_cakes,unmarried,has_vehicle,garzadaniel@example.org,709-806-8172
1173,1174,Nicholas Burke,24,female,medium,1,4.29,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,angela03@example.com,001-834-383-9796
1174,1175,Brian James,29,female,medium,3,1.12,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,palmerantonio@example.org,(708)629-8326x223
1175,1176,Brandon Meyer,20,male,high,4,2.77,active,vegan,health_and_nutrition,unmarried,has_vehicle,sarahespinoza@example.org,+1-432-924-2749x2726
1176,1177,Thomas Jordan,35,male,medium,6,0.39,active,non-vegetarian,socializing,unmarried,does_not_have_vehicle,michael37@example.org,267.322.6885x231
1177,1178,Heather Lloyd,47,male,high,9,0.77,active,non-vegetarian,foodies,unmarried,has_vehicle,denise65@example.org,+1-276-270-1205
1178,1179,Shawn Brown,19,male,high,4,4.21,sedentary,vegetarian,foodies,married,has_vehicle,andrea71@example.net,001-838-404-7900x1333
1179,1180,Brooke Roach,22,male,medium,2,3.52,sedentary,vegetarian,foodies,married,does_not_have_vehicle,fhaley@example.org,001-291-202-1763
1180,1181,Alexander Hood,16,male,medium,3,1.9,active,vegetarian,socializing,unmarried,has_vehicle,jasonparrish@example.org,542.691.9330x2513
1181,1182,Robert Huang,25,male,medium,4,0.68,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,joshuasalas@example.com,(993)849-5422
1182,1183,Christopher Durham,17,male,low,3,1.49,active,non-vegetarian,socializing,unmarried,has_vehicle,daniel65@example.net,5676389654
1183,1184,Kelli James,14,male,high,3,10.34,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,rivasashley@example.net,(367)451-8712
1184,1185,Joseph Gardner,32,male,low,3,1.04,active,vegetarian,socializing,unmarried,has_vehicle,hornangela@example.net,810.843.7643x62297
1185,1186,Kevin Lopez,31,female,low,4,5.77,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ezhang@example.com,+1-411-864-1122x08753
1186,1187,Susan Nelson,27,male,low,3,2.79,active,vegetarian,socializing,unmarried,does_not_have_vehicle,roseshannon@example.com,753.520.7760x29378
1187,1188,Lauren Johnson,37,female,medium,7,0.72,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,millerjocelyn@example.net,812.526.1575x82211
1188,1189,Michael Phillips,15,female,high,5,4.13,health_conscious,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,tkirk@example.org,(331)598-5439x11335
1189,1190,Christopher Hernandez PhD,18,female,high,8,2.82,active,vegetarian,foodies,married,has_vehicle,lisa27@example.net,+1-658-373-1607x7434
1190,1191,Antonio Mcgee,25,female,medium,2,3.51,health_conscious,vegetarian,foodies,unmarried,does_not_have_vehicle,nicolehunt@example.net,001-881-460-6724x61732
1191,1192,Ethan Taylor,18,female,high,4,0.46,active,vegan,socializing,unmarried,has_vehicle,elliscole@example.org,(310)657-3157x21968
1192,1193,John Simpson,48,female,low,2,2.42,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,blucas@example.org,+1-926-293-0653x685
1193,1194,Erica Smith,36,female,high,5,1.09,active,non-vegetarian,socializing,married,has_vehicle,william30@example.org,001-934-918-9434
1194,1195,Patricia Knox MD,34,male,high,4,0.48,active,vegan,foodies,unmarried,has_vehicle,barbara60@example.net,001-201-403-8757
1195,1196,Edwin Evans,23,female,medium,3,2.04,sedentary,vegetarian,foodies,unmarried,has_vehicle,jeffrey70@example.com,562.943.3367
1196,1197,Amanda Garcia,17,female,medium,4,0.03,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,lauraguerra@example.org,(745)766-4127x7730
1197,1198,Mr. Tyler Fritz DVM,32,female,medium,3,2.44,active,non-vegetarian,celebratory_cakes,married,has_vehicle,jack04@example.net,(313)214-8683
1198,1199,Melissa Cunningham,15,female,high,6,0.22,health_conscious,vegan,foodies,unmarried,has_vehicle,brandimiller@example.net,576-730-1601x871
1199,1200,Joshua Raymond,17,female,low,6,12.38,active,vegan,socializing,unmarried,has_vehicle,shelleybright@example.net,726-274-2246
1200,1201,Anita Merritt,20,male,medium,3,2.53,active,vegetarian,socializing,unmarried,does_not_have_vehicle,andreaperez@example.com,288-432-2527x78494
1201,1202,Rachel Weaver,18,male,medium,1,0.36,active,non-vegetarian,celebratory_cakes,married,has_vehicle,donnali@example.com,548-297-8499x99161
1202,1203,Lori Harris,12,male,medium,4,0.76,active,non-vegetarian,foodies,married,does_not_have_vehicle,roy67@example.org,637-412-3158
1203,1204,Charles Lewis,15,female,high,5,1.13,health_conscious,vegan,foodies,married,has_vehicle,jennifer99@example.com,(409)416-8863
1204,1205,Grace Bradshaw,25,female,low,6,2.12,health_conscious,non-vegetarian,foodies,unmarried,has_vehicle,kenneth55@example.com,001-676-716-2767x980
1205,1206,Megan Owens,26,male,medium,5,0.21,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,brittney56@example.org,(397)396-0881
1206,1207,Heather Odom,39,female,medium,4,0.04,active,vegan,health_and_nutrition,unmarried,has_vehicle,tina14@example.net,(744)819-7474
1207,1208,Andrea Harris,43,female,high,4,0.28,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,arnoldvicki@example.net,001-437-316-6749x936
1208,1209,Cindy Klein,13,male,low,2,1.24,active,vegetarian,foodies,married,has_vehicle,jason63@example.com,(755)642-4271x3059
1209,1210,Amanda Wells,27,male,medium,2,3.88,active,non-vegetarian,foodies,unmarried,has_vehicle,dustin58@example.com,+1-441-418-9930x0833
1210,1211,Alejandro Nelson,22,female,medium,10,1.49,sedentary,vegan,health_and_nutrition,unmarried,has_vehicle,mackdiane@example.com,001-473-634-0074x68096
1211,1212,Erin Juarez,21,male,medium,5,3.03,active,vegan,foodies,unmarried,has_vehicle,joannawilliams@example.net,001-987-238-9755x81256
1212,1213,Sarah Ford,16,female,medium,1,2.36,health_conscious,non-vegetarian,celebratory_cakes,married,has_vehicle,yclark@example.com,748.374.0697x48844
1213,1214,Dr. Carla Ross MD,14,male,high,4,0.02,active,vegan,foodies,married,does_not_have_vehicle,jesus79@example.net,308.482.4472x4561
1214,1215,Kimberly Jefferson,17,female,medium,3,2.27,active,vegan,foodies,married,has_vehicle,nataliethomas@example.com,716.659.6400
1215,1216,John Rodriguez,16,male,high,3,1.81,health_conscious,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,xmartinez@example.net,444-729-8296x79659
1216,1217,Jay Thomas,17,male,medium,5,1.31,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,wrighthelen@example.org,339.280.7234
1217,1218,Kevin Ruiz,42,female,medium,3,1.19,health_conscious,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,grant25@example.net,433-782-4606
1218,1219,Emily Acosta,21,female,low,4,1.42,active,vegan,celebratory_cakes,unmarried,has_vehicle,kimberly63@example.net,001-515-339-1138x84427
1219,1220,Gary Davis,26,male,medium,3,2.41,active,vegetarian,socializing,unmarried,has_vehicle,anthony09@example.com,590.583.4846x663
1220,1221,Tonya Cameron,13,male,high,5,0.02,active,vegetarian,socializing,married,does_not_have_vehicle,ronaldgonzalez@example.net,(802)574-5086x293
1221,1222,Cody Nelson,37,male,medium,5,0.77,active,non-vegetarian,foodies,unmarried,has_vehicle,hoffmanandrew@example.com,(231)813-6314
1222,1223,John Garcia,16,male,high,4,8.27,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,jamesgarcia@example.com,259.476.4616x41271
1223,1224,Antonio Dixon,18,female,high,7,2.09,sedentary,gluten-free,celebratory_cakes,unmarried,has_vehicle,millerjeffery@example.com,+1-804-714-7716x0126
1224,1225,Andrew Mckay,56,male,low,2,0.23,active,vegan,health_and_nutrition,unmarried,has_vehicle,patrickbutler@example.com,+1-243-336-8610x71155
1225,1226,Matthew Bell,43,male,medium,4,1.84,health_conscious,vegetarian,socializing,unmarried,has_vehicle,craigjohnson@example.com,513.669.5532x15736
1226,1227,Amanda Brewer,25,male,medium,3,0.05,active,vegan,foodies,married,has_vehicle,madams@example.org,001-864-985-2983
1227,1228,Ruben Bradley,28,female,medium,7,3.87,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,romerojeffrey@example.org,+1-509-461-4926
1228,1229,Crystal Medina,30,female,low,7,0.22,active,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,tammyevans@example.org,224-575-8336x13191
1229,1230,Jennifer Garcia,15,male,high,1,1.73,sedentary,vegan,foodies,unmarried,has_vehicle,sarahtorres@example.org,614.932.2496x7757
1230,1231,Michael Copeland,38,male,low,5,6.2,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,michelle08@example.net,(483)939-5735
1231,1232,Kimberly Elliott,13,female,high,5,0.45,active,vegetarian,health_and_nutrition,married,has_vehicle,dawn45@example.com,+1-711-990-7536
1232,1233,Adam Rivera,24,female,medium,4,0.52,active,vegan,foodies,unmarried,has_vehicle,villarobert@example.com,2688060386
1233,1234,Terry Scott,24,female,medium,3,0.93,sedentary,vegan,gourmet_and_baking_enthusiast,married,has_vehicle,smithkenneth@example.com,800.695.1155
1234,1235,Emily Wall,27,male,medium,3,1.71,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,cabrerajennifer@example.com,001-627-867-6881x7790
1235,1236,Nicholas Watts,22,male,high,6,0.8,active,vegan,celebratory_cakes,married,has_vehicle,jessenixon@example.net,001-541-774-9781x467
1236,1237,Christie Baker,15,female,high,2,2.65,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,brandonwhite@example.com,699.833.9645
1237,1238,Sarah Osborne,32,female,low,5,0.63,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,uwright@example.net,001-639-316-4051x73419
1238,1239,Erica Taylor,29,male,high,7,0.23,active,vegan,foodies,unmarried,does_not_have_vehicle,hkelly@example.org,001-640-855-2798x8214
1239,1240,William Campbell,21,female,medium,6,0.09,sedentary,non-vegetarian,socializing,married,has_vehicle,caintiffany@example.com,7335633609
1240,1241,Mr. William Parker,26,male,high,3,0.53,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,christine25@example.com,524.794.6694x5544
1241,1242,Matthew Moreno,39,male,low,8,0.85,active,vegetarian,celebratory_cakes,married,has_vehicle,danielhughes@example.com,001-922-995-9512
1242,1243,Katherine Best,16,male,medium,4,0.99,active,vegetarian,foodies,unmarried,has_vehicle,suzannealexander@example.com,389-687-5410
1243,1244,Dennis Green,14,female,medium,4,4.08,sedentary,vegetarian,health_and_nutrition,married,has_vehicle,kennethsmith@example.com,297-647-2195x5689
1244,1245,Christian Mendoza,31,male,medium,6,1.42,sedentary,non-vegetarian,socializing,unmarried,does_not_have_vehicle,garciajames@example.com,489-613-3379x40210
1245,1246,Jennifer Brown,37,female,low,7,1.71,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,reneeowens@example.org,4725532819
1246,1247,Sarah Mcmahon,28,other,high,7,0.86,active,vegan,socializing,unmarried,has_vehicle,heather61@example.org,(393)905-6599x827
1247,1248,Charles Allen,29,male,low,3,8.42,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,kennethprince@example.com,9532158643
1248,1249,Rebecca Riddle,12,male,high,6,0.37,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,johnsonkevin@example.net,+1-415-215-4127x20323
1249,1250,Isaac Atkins,14,male,medium,6,7.29,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,michael97@example.net,239.323.5830x472
1250,1251,Sharon Tyler,12,female,high,6,0.34,sedentary,vegan,celebratory_cakes,married,has_vehicle,hbrown@example.org,429.581.8759
1251,1252,Karen Miller,30,male,low,4,2.48,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,vthompson@example.com,650.863.9709x35922
1252,1253,Dr. Jordan Reed,13,female,medium,2,0.26,active,non-vegetarian,celebratory_cakes,married,has_vehicle,amanda20@example.net,720.834.9173x8247
1253,1254,David Griffin,20,male,high,1,1.22,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,walteradams@example.net,431-881-1916x79260
1254,1255,John Hamilton,15,female,medium,3,2.48,active,vegetarian,celebratory_cakes,married,has_vehicle,sandrathompson@example.net,+1-796-902-4686x84750
1255,1256,Katie Thornton,19,female,high,6,2.11,active,vegetarian,socializing,unmarried,has_vehicle,ggarza@example.net,642.823.0621x491
1256,1257,Dawn Rodriguez,17,female,high,5,0.06,active,non-vegetarian,socializing,married,has_vehicle,ujackson@example.com,333.335.4216x1460
1257,1258,Devon Miller,26,male,medium,4,8.17,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,burnettwanda@example.net,(705)909-2712x5546
1258,1259,Elizabeth Hanson,33,male,high,7,7.64,health_conscious,vegetarian,health_and_nutrition,unmarried,has_vehicle,antonio02@example.org,263.440.4151x81294
1259,1260,John Holmes,18,other,low,5,4.5,active,vegetarian,celebratory_cakes,married,has_vehicle,underwoodterri@example.net,001-699-969-4369x371
1260,1261,Matthew Murray,32,male,high,3,0.34,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,omiller@example.net,531.200.9547
1261,1262,Dana Hood,18,male,medium,8,2.75,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,patrick07@example.org,464-642-6961
1262,1263,Brian Ortiz,43,female,low,5,3.91,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,lbrooks@example.com,424.519.9403x16713
1263,1264,Chase Kelly,20,male,high,3,0.13,sedentary,vegan,health_and_nutrition,unmarried,has_vehicle,carterrichard@example.com,+1-541-709-0901x6680
1264,1265,Jennifer Martinez,38,female,medium,3,3.67,active,vegetarian,celebratory_cakes,married,has_vehicle,brucebrandon@example.net,+1-578-424-1962
1265,1266,Natasha Jackson,30,male,medium,4,3.25,health_conscious,vegan,foodies,unmarried,has_vehicle,lee26@example.org,(836)614-6105x63458
1266,1267,Ashley Johnson,19,female,low,8,2.45,sedentary,vegetarian,socializing,married,does_not_have_vehicle,sydney46@example.net,4597384104
1267,1268,Terry Beck,17,male,medium,5,4.7,sedentary,vegetarian,foodies,unmarried,has_vehicle,zarellano@example.net,+1-654-752-9428x2268
1268,1269,Kevin Griffin,27,female,medium,5,0.45,active,non-vegetarian,socializing,unmarried,has_vehicle,jennajenkins@example.com,219-404-2990
1269,1270,Erica Parsons,49,female,medium,4,0.13,sedentary,vegetarian,health_and_nutrition,unmarried,has_vehicle,twhite@example.com,900-927-4515x208
1270,1271,Craig Donovan,25,female,medium,9,0.24,sedentary,vegetarian,socializing,unmarried,has_vehicle,imartinez@example.net,7622846935
1271,1272,Allison Whitney,29,female,medium,1,2.85,active,non-vegetarian,celebratory_cakes,married,has_vehicle,marcus46@example.org,656-424-9148
1272,1273,Danielle Montes,23,female,medium,3,1.42,active,vegan,socializing,married,has_vehicle,debbiegarcia@example.net,772-703-4517
1273,1274,Rachel Brock,28,female,high,5,11.52,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,traci08@example.com,779.355.2020x3975
1274,1275,Christine Rivera,25,male,high,6,1.51,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,newmanjason@example.net,+1-640-834-6991x383
1275,1276,Robert Smith,28,male,low,3,3.39,active,vegetarian,socializing,unmarried,has_vehicle,joshuaward@example.net,812.541.1467x6810
1276,1277,Amanda Duarte,22,female,low,5,1.58,active,vegetarian,socializing,married,has_vehicle,cweaver@example.net,+1-417-856-3706x005
1277,1278,Steven Clay,26,female,low,6,1.64,active,non-vegetarian,socializing,unmarried,has_vehicle,fponce@example.com,+1-797-808-7288
1278,1279,Steven Goodman,26,other,high,1,1.61,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,martingregg@example.org,+1-367-436-7458
1279,1280,Matthew Banks,23,female,low,4,4.63,health_conscious,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,meganjordan@example.com,(376)810-6664x2804
1280,1281,Taylor Edwards,25,male,low,2,0.34,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,marquezveronica@example.com,774.738.1868x055
1281,1282,Larry Patel,24,female,medium,4,0.03,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,davidsanchez@example.org,805.948.0937x67487
1282,1283,Angela White,38,female,medium,3,0.92,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,athomas@example.com,9939736240
1283,1284,John Johnson,15,female,medium,6,1.11,sedentary,gluten-free,foodies,unmarried,has_vehicle,psims@example.net,(256)780-3382x7710
1284,1285,James Boyer,29,male,high,7,6.12,active,vegetarian,foodies,married,has_vehicle,allison12@example.com,+1-289-510-1050x76614
1285,1286,Carmen Cohen,33,other,medium,1,0.15,active,gluten-free,celebratory_cakes,married,has_vehicle,hmcconnell@example.net,(922)969-7530
1286,1287,Leslie Melendez,27,male,medium,3,5.33,active,vegan,celebratory_cakes,married,does_not_have_vehicle,kennethwilliams@example.com,5855309687
